Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN33600,1,0,2,1,Not Selected,0,Room_Type 1,17,2018,11,27,Online,0,0,0,78,0,Not_Canceled
INN33601,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,30,Offline,0,0,0,108,0,Not_Canceled
INN33602,2,0,1,2,Meal Plan 1,0,Room_Type 1,233,2018,10,14,Offline,0,0,0,90,0,Canceled
INN33603,2,0,2,3,Meal Plan 1,0,Room_Type 1,38,2017,12,27,Online,0,0,0,119,1,Not_Canceled
INN33604,2,0,2,4,Meal Plan 1,0,Room_Type 1,30,2017,9,12,Online,0,0,0,105.75,1,Not_Canceled
INN33605,2,1,1,1,Meal Plan 1,0,Room_Type 1,1,2018,7,11,Online,0,0,0,169,2,Not_Canceled
INN33606,2,0,0,2,Meal Plan 1,0,Room_Type 1,44,2018,8,24,Offline,0,0,0,85.5,0,Not_Canceled
INN33607,2,1,1,1,Meal Plan 1,0,Room_Type 1,120,2018,9,26,Online,0,0,0,152.1,0,Canceled
INN33608,1,0,0,1,Meal Plan 1,0,Room_Type 4,4,2018,10,29,Aviation,0,0,0,110,0,Canceled
INN33609,1,0,0,2,Meal Plan 1,0,Room_Type 1,35,2017,10,7,Online,0,0,0,65.83,1,Not_Canceled
INN33610,2,0,0,3,Meal Plan 1,0,Room_Type 1,18,2017,9,2,Online,0,0,0,76.81,2,Not_Canceled
INN33611,2,0,1,2,Meal Plan 1,0,Room_Type 4,7,2018,10,7,Online,0,0,0,205,2,Not_Canceled
INN33612,2,0,2,2,Not Selected,0,Room_Type 1,152,2018,7,1,Online,0,0,0,80.75,1,Not_Canceled
INN33613,2,0,1,2,Meal Plan 1,0,Room_Type 1,86,2018,5,20,Offline,0,0,0,65,1,Not_Canceled
INN33614,2,0,0,2,Meal Plan 1,0,Room_Type 1,107,2018,6,10,Offline,0,0,0,130,1,Not_Canceled
INN33615,1,0,0,3,Meal Plan 1,0,Room_Type 1,1,2017,9,9,Corporate,0,0,0,90,0,Not_Canceled
INN33616,2,0,1,3,Meal Plan 1,0,Room_Type 4,236,2018,10,17,Offline,0,0,0,97.6,0,Canceled
INN33617,2,0,0,3,Meal Plan 1,0,Room_Type 4,80,2018,4,28,Online,0,0,0,130.2,1,Not_Canceled
INN33618,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Offline,0,0,0,95,0,Canceled
INN33619,1,0,1,0,Meal Plan 1,0,Room_Type 1,6,2018,8,14,Online,0,0,0,164,1,Not_Canceled
INN33620,2,0,1,0,Not Selected,0,Room_Type 1,4,2018,8,29,Online,0,0,0,119,1,Not_Canceled
INN33621,1,0,0,1,Not Selected,0,Room_Type 1,7,2018,5,11,Online,0,0,0,129,0,Canceled
INN33622,2,0,3,7,Meal Plan 1,0,Room_Type 4,82,2018,9,5,Offline,0,0,0,90.95,0,Not_Canceled
INN33623,2,0,0,1,Not Selected,0,Room_Type 1,39,2018,8,17,Online,0,0,0,145.1,2,Not_Canceled
INN33624,2,2,0,1,Meal Plan 1,0,Room_Type 6,58,2018,4,15,Online,0,0,0,186.3,2,Not_Canceled
INN33625,0,2,2,1,Meal Plan 1,0,Room_Type 2,7,2017,12,26,Online,0,0,0,83.58,0,Not_Canceled
INN33626,2,0,0,2,Not Selected,0,Room_Type 1,69,2018,10,25,Online,0,0,0,80.1,1,Canceled
INN33627,3,0,0,1,Meal Plan 1,0,Room_Type 4,105,2018,7,23,Online,0,0,0,137.7,0,Canceled
INN33628,2,1,2,4,Meal Plan 1,0,Room_Type 1,105,2018,7,24,Online,0,0,0,15,2,Not_Canceled
INN33629,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115,0,Canceled
INN33630,2,0,1,5,Not Selected,0,Room_Type 1,20,2018,7,4,Online,0,0,0,139,0,Canceled
INN33631,3,0,1,3,Meal Plan 1,0,Room_Type 4,61,2018,8,29,Online,0,0,0,130.5,0,Not_Canceled
INN33632,2,0,2,1,Meal Plan 2,0,Room_Type 1,103,2017,7,18,Offline,0,0,0,94.5,0,Canceled
INN33633,2,0,0,1,Meal Plan 1,0,Room_Type 1,101,2018,5,19,Online,0,0,0,126.9,0,Not_Canceled
INN33634,1,0,0,1,Meal Plan 1,0,Room_Type 1,28,2017,10,29,Offline,0,0,0,130,0,Not_Canceled
INN33635,2,0,2,1,Meal Plan 1,0,Room_Type 1,101,2018,10,23,Offline,0,0,0,80.75,0,Not_Canceled
INN33636,2,0,1,2,Meal Plan 1,0,Room_Type 1,89,2018,12,19,Offline,0,0,0,75,0,Not_Canceled
INN33637,3,0,0,3,Meal Plan 1,1,Room_Type 4,4,2018,7,27,Online,0,0,0,177,1,Not_Canceled
INN33638,3,0,1,2,Meal Plan 1,0,Room_Type 4,127,2018,6,20,Online,0,0,0,152.4,0,Not_Canceled
INN33639,3,0,0,2,Not Selected,0,Room_Type 1,36,2017,12,10,Online,0,0,0,55.09,1,Not_Canceled
INN33640,2,0,0,3,Meal Plan 1,0,Room_Type 1,86,2017,12,30,Online,0,0,0,81.86,1,Not_Canceled
INN33641,1,0,1,2,Not Selected,0,Room_Type 1,64,2018,3,11,Online,0,0,0,48.51,1,Not_Canceled
INN33642,2,0,1,3,Meal Plan 1,0,Room_Type 1,188,2018,7,25,Online,0,0,0,90.95,1,Not_Canceled
INN33643,2,0,1,0,Not Selected,0,Room_Type 1,2,2018,9,12,Online,0,0,0,135,2,Not_Canceled
INN33644,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115,1,Canceled
INN33645,2,0,1,1,Meal Plan 1,0,Room_Type 4,33,2018,9,26,Online,0,0,0,147.25,4,Not_Canceled
INN33646,2,0,1,2,Meal Plan 1,0,Room_Type 1,159,2018,9,19,Offline,0,0,0,144,0,Canceled
INN33647,2,0,0,2,Not Selected,0,Room_Type 1,49,2018,5,6,Offline,0,0,0,85,0,Not_Canceled
INN33648,2,0,2,2,Meal Plan 1,0,Room_Type 1,62,2018,3,4,Online,0,0,0,58.94,1,Not_Canceled
INN33649,1,0,0,3,Meal Plan 1,0,Room_Type 1,12,2017,8,5,Corporate,0,0,0,60,0,Not_Canceled
INN33650,2,0,2,3,Meal Plan 1,0,Room_Type 1,143,2018,5,29,Online,0,0,0,99.79,0,Not_Canceled
INN33651,1,1,0,1,Not Selected,0,Room_Type 1,1,2018,1,8,Online,0,0,0,75,0,Not_Canceled
INN33652,2,0,0,2,Not Selected,1,Room_Type 1,177,2018,8,16,Online,0,0,0,103.5,1,Canceled
INN33653,2,0,1,1,Meal Plan 1,0,Room_Type 1,7,2018,3,7,Online,0,0,0,103,1,Not_Canceled
INN33654,1,0,1,2,Meal Plan 1,0,Room_Type 1,40,2018,11,28,Online,0,0,0,96,1,Not_Canceled
INN33655,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,115,1,Canceled
INN33656,2,0,0,3,Meal Plan 2,0,Room_Type 1,34,2017,9,23,Offline,0,0,0,224.67,0,Canceled
INN33657,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,Not_Canceled
INN33658,2,0,2,2,Not Selected,0,Room_Type 1,16,2018,11,18,Online,0,0,0,91.5,0,Canceled
INN33659,1,0,0,2,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,71,0,Not_Canceled
INN33660,2,0,1,0,Meal Plan 1,0,Room_Type 1,78,2018,8,7,Online,0,0,0,117.9,0,Canceled
INN33661,2,0,0,2,Meal Plan 1,0,Room_Type 1,79,2017,11,13,Offline,0,0,0,75,0,Not_Canceled
INN33662,2,0,0,1,Meal Plan 2,0,Room_Type 1,83,2017,9,30,Offline,0,0,0,112.2,0,Not_Canceled
INN33663,1,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,90,0,Canceled
INN33664,2,0,2,3,Meal Plan 1,0,Room_Type 4,14,2018,8,14,Online,0,0,0,166,1,Not_Canceled
INN33665,3,0,2,2,Meal Plan 1,0,Room_Type 4,1,2018,3,19,Online,0,0,0,161.5,2,Not_Canceled
INN33666,1,0,0,1,Meal Plan 1,0,Room_Type 1,116,2018,5,7,Online,0,0,0,108.9,0,Canceled
INN33667,2,0,0,3,Meal Plan 1,0,Room_Type 1,160,2018,8,2,Online,0,0,0,114.3,1,Canceled
INN33668,3,0,1,5,Meal Plan 1,0,Room_Type 4,121,2018,9,20,Online,0,0,0,162,0,Canceled
INN33669,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,2017,10,24,Online,0,0,0,140.25,1,Not_Canceled
INN33670,2,0,0,1,Not Selected,0,Room_Type 1,150,2018,7,21,Offline,0,0,0,63.75,0,Canceled
INN33671,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,8,19,Corporate,1,1,1,65,0,Not_Canceled
INN33672,2,0,0,1,Not Selected,1,Room_Type 1,51,2018,9,7,Online,0,0,0,96.3,1,Not_Canceled
INN33673,2,2,0,1,Meal Plan 1,0,Room_Type 6,0,2018,11,23,Online,0,0,0,181,0,Canceled
INN33674,2,0,0,2,Meal Plan 1,0,Room_Type 6,18,2017,10,2,Online,0,0,0,186.5,1,Not_Canceled
INN33675,2,0,0,2,Not Selected,1,Room_Type 1,0,2017,8,4,Online,0,0,0,80,1,Not_Canceled
INN33676,2,0,2,3,Meal Plan 1,0,Room_Type 4,48,2018,8,26,Online,0,0,0,133.74,1,Canceled
INN33677,2,0,2,4,Meal Plan 1,0,Room_Type 4,25,2018,6,26,Online,0,0,0,113.31,1,Not_Canceled
INN33678,2,0,2,2,Not Selected,0,Room_Type 1,47,2018,7,3,Online,0,0,0,107.1,1,Not_Canceled
INN33679,2,0,1,1,Meal Plan 1,0,Room_Type 1,20,2018,2,8,Online,0,0,0,74.8,1,Not_Canceled
INN33680,2,0,4,10,Meal Plan 1,0,Room_Type 1,7,2018,12,13,Online,0,0,0,88.4,0,Not_Canceled
INN33681,2,0,0,3,Meal Plan 1,0,Room_Type 1,24,2018,3,10,Online,0,0,0,94.33,0,Not_Canceled
INN33682,2,0,0,2,Meal Plan 1,0,Room_Type 4,82,2018,4,1,Online,0,0,0,96.3,0,Canceled
INN33683,2,0,1,3,Not Selected,0,Room_Type 1,87,2018,3,24,Online,0,0,0,62.18,0,Canceled
INN33684,1,0,2,1,Meal Plan 2,0,Room_Type 1,80,2018,4,10,Offline,0,0,0,100,0,Canceled
INN33685,2,0,2,3,Meal Plan 1,0,Room_Type 4,80,2018,9,17,Online,0,0,0,149.4,2,Not_Canceled
INN33686,1,0,0,3,Meal Plan 1,0,Room_Type 1,7,2018,5,5,Offline,0,0,0,112,0,Not_Canceled
INN33687,2,0,2,3,Meal Plan 2,0,Room_Type 1,31,2018,8,28,Offline,0,0,0,108.3,0,Not_Canceled
INN33688,2,0,0,3,Meal Plan 1,0,Room_Type 1,30,2018,4,14,Online,0,0,0,111.3,0,Not_Canceled
INN33689,2,0,0,3,Meal Plan 1,0,Room_Type 1,59,2018,11,24,Online,0,0,0,104,2,Not_Canceled
INN33690,2,0,0,3,Meal Plan 1,0,Room_Type 4,43,2018,2,18,Online,0,0,0,96.3,1,Not_Canceled
INN33691,2,0,0,4,Meal Plan 2,0,Room_Type 1,40,2018,8,31,Offline,0,0,0,113.25,0,Not_Canceled
INN33692,2,1,1,1,Meal Plan 1,0,Room_Type 1,64,2018,11,26,Offline,0,0,0,75,1,Not_Canceled
INN33693,1,0,1,0,Meal Plan 1,0,Room_Type 1,2,2017,8,30,Online,0,0,0,96,1,Not_Canceled
INN33694,3,0,0,1,Meal Plan 1,0,Room_Type 4,80,2018,9,7,Online,0,0,0,168.3,0,Canceled
INN33695,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,Not_Canceled
INN33696,1,0,0,1,Not Selected,1,Room_Type 1,3,2018,4,28,Online,0,0,0,128,0,Not_Canceled
INN33697,2,0,1,4,Meal Plan 1,0,Room_Type 1,218,2018,10,17,Online,0,0,0,90.95,0,Canceled
INN33698,2,0,0,2,Not Selected,0,Room_Type 1,1,2018,8,2,Online,0,0,0,124,1,Not_Canceled
INN33699,2,0,1,2,Meal Plan 1,0,Room_Type 1,29,2018,4,1,Online,0,0,0,128.6,1,Not_Canceled
INN33700,2,0,1,0,Meal Plan 1,0,Room_Type 1,38,2018,7,4,Online,0,0,0,117.9,0,Canceled
INN33701,2,0,1,2,Meal Plan 1,0,Room_Type 1,44,2018,2,19,Online,0,0,0,80.3,0,Not_Canceled
INN33702,2,0,2,1,Not Selected,0,Room_Type 1,148,2018,4,23,Online,0,0,0,61.56,0,Not_Canceled
INN33703,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,2018,1,25,Corporate,0,0,0,59,0,Not_Canceled
INN33704,2,0,1,1,Meal Plan 1,0,Room_Type 1,60,2017,9,21,Offline,0,0,0,65,0,Not_Canceled
INN33705,2,0,0,1,Meal Plan 1,0,Room_Type 1,180,2017,10,16,Offline,0,0,0,70,0,Canceled
INN33706,2,0,2,2,Meal Plan 1,0,Room_Type 1,20,2018,9,18,Offline,0,0,0,95,1,Not_Canceled
INN33707,2,0,0,1,Not Selected,0,Room_Type 1,11,2018,12,6,Online,0,0,0,97,0,Not_Canceled
INN33708,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,2018,7,6,Offline,0,0,0,110,0,Canceled
INN33709,1,0,1,3,Meal Plan 1,0,Room_Type 4,153,2018,9,8,Online,0,0,0,123.11,1,Canceled
INN33710,2,0,1,1,Not Selected,0,Room_Type 1,3,2018,3,12,Online,0,0,0,106,1,Not_Canceled
INN33711,2,0,2,3,Meal Plan 1,0,Room_Type 4,37,2018,2,12,Online,0,0,0,87.3,0,Not_Canceled
INN33712,2,0,2,5,Meal Plan 1,0,Room_Type 1,89,2018,3,21,Online,0,0,0,83.66,1,Not_Canceled
INN33713,2,0,0,3,Meal Plan 1,0,Room_Type 1,73,2017,11,24,Offline,0,0,0,85.67,0,Not_Canceled
INN33714,2,0,0,1,Meal Plan 1,0,Room_Type 4,0,2018,6,22,Online,0,0,0,126,1,Not_Canceled
INN33715,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115,1,Canceled
INN33716,2,0,1,1,Not Selected,0,Room_Type 1,29,2018,3,12,Online,0,0,0,84.55,0,Canceled
INN33717,2,1,4,5,Meal Plan 1,0,Room_Type 4,123,2018,7,31,Online,0,0,0,112.24,1,Not_Canceled
INN33718,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2017,9,10,Corporate,0,0,0,90,0,Not_Canceled
INN33719,2,0,1,1,Not Selected,0,Room_Type 1,130,2018,11,12,Online,0,0,0,79.2,0,Canceled
INN33720,1,0,2,1,Meal Plan 2,0,Room_Type 1,122,2018,3,27,Offline,0,0,0,86,0,Not_Canceled
INN33721,2,0,0,4,Meal Plan 1,0,Room_Type 1,10,2018,12,20,Online,0,0,0,83.73,1,Not_Canceled
INN33722,1,0,0,3,Meal Plan 1,0,Room_Type 1,12,2018,10,25,Online,0,0,0,130,2,Not_Canceled
INN33723,2,0,2,1,Meal Plan 2,0,Room_Type 1,96,2017,7,11,Offline,0,0,0,94.5,0,Not_Canceled
INN33724,2,0,0,2,Meal Plan 1,0,Room_Type 6,110,2018,10,14,Online,0,0,0,190.8,2,Not_Canceled
INN33725,2,0,2,5,Meal Plan 1,0,Room_Type 4,65,2018,4,14,Online,0,0,0,110.99,1,Canceled
INN33726,2,0,2,1,Meal Plan 1,0,Room_Type 1,99,2017,12,5,Online,0,0,0,72.25,2,Not_Canceled
INN33727,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110,0,Not_Canceled
INN33728,2,0,0,3,Meal Plan 1,0,Room_Type 1,173,2018,3,31,Online,0,0,0,100.8,2,Canceled
INN33729,1,0,0,3,Meal Plan 1,0,Room_Type 1,2,2018,11,16,Offline,0,0,0,120,0,Not_Canceled
INN33730,2,0,1,2,Meal Plan 1,0,Room_Type 1,4,2017,10,19,Offline,0,0,0,100.8,1,Not_Canceled
INN33731,2,0,1,3,Meal Plan 1,0,Room_Type 1,48,2018,5,30,Offline,0,0,0,85.5,0,Not_Canceled
INN33732,1,1,1,3,Meal Plan 1,0,Room_Type 1,78,2018,12,29,Offline,0,0,0,154.29,1,Not_Canceled
INN33733,3,0,2,1,Meal Plan 1,0,Room_Type 4,62,2018,11,19,Online,0,0,0,126,3,Not_Canceled
INN33734,2,0,0,1,Meal Plan 1,1,Room_Type 1,121,2018,7,7,Online,0,0,0,123.3,2,Not_Canceled
INN33735,2,0,2,3,Meal Plan 1,0,Room_Type 4,49,2018,5,13,Online,0,0,0,140.4,1,Not_Canceled
INN33736,2,0,0,2,Meal Plan 1,0,Room_Type 1,7,2017,9,15,Online,0,0,0,152,2,Not_Canceled
INN33737,2,0,2,3,Not Selected,0,Room_Type 2,34,2017,10,15,Online,0,0,0,94.3,0,Not_Canceled
INN33738,3,0,0,1,Meal Plan 1,0,Room_Type 4,159,2018,7,7,Online,0,0,0,146.7,0,Canceled
INN33739,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,27,Online,0,0,0,119,1,Not_Canceled
INN33740,2,0,0,2,Meal Plan 1,0,Room_Type 4,13,2018,2,17,Complementary,0,0,0,0,2,Not_Canceled
INN33741,2,0,0,2,Not Selected,0,Room_Type 1,98,2018,10,26,Online,0,0,0,80.1,0,Canceled
INN33742,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2018,8,24,Complementary,0,0,0,0,0,Not_Canceled
INN33743,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110,0,Canceled
INN33744,2,0,2,2,Meal Plan 1,0,Room_Type 4,46,2018,10,2,Online,0,0,0,90.55,1,Not_Canceled
INN33745,2,0,0,2,Meal Plan 2,0,Room_Type 1,79,2018,6,24,Offline,0,0,0,109,0,Not_Canceled
INN33746,2,1,2,7,Meal Plan 1,0,Room_Type 1,237,2018,12,23,Online,0,0,0,93.03,0,Canceled
INN33747,1,0,1,0,Meal Plan 1,0,Room_Type 1,28,2018,4,18,Online,0,0,0,95,0,Canceled
INN33748,2,0,0,1,Not Selected,0,Room_Type 1,51,2018,9,7,Online,0,0,0,87.3,1,Not_Canceled
INN33749,1,2,2,2,Meal Plan 1,0,Room_Type 5,27,2018,2,21,Online,0,0,0,107.92,0,Not_Canceled
INN33750,2,0,1,3,Meal Plan 1,0,Room_Type 1,277,2018,10,20,Online,0,0,0,93.08,0,Canceled
INN33751,1,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,90,0,Not_Canceled
INN33752,2,0,0,2,Meal Plan 2,0,Room_Type 1,63,2017,9,4,Offline,0,0,0,116,0,Not_Canceled
INN33753,1,0,1,2,Meal Plan 1,0,Room_Type 4,56,2018,11,7,Online,0,0,0,209,2,Not_Canceled
INN33754,2,0,0,5,Meal Plan 1,0,Room_Type 4,51,2018,4,26,Online,0,0,0,120.7,1,Not_Canceled
INN33755,2,0,0,1,Meal Plan 1,0,Room_Type 1,14,2018,8,31,Online,0,0,0,124,1,Not_Canceled
INN33756,1,0,1,1,Meal Plan 1,0,Room_Type 1,9,2018,11,26,Online,0,0,0,89.55,2,Not_Canceled
INN33757,1,0,0,1,Meal Plan 1,0,Room_Type 5,14,2018,9,13,Online,0,0,0,209,0,Canceled
INN33758,1,0,0,1,Meal Plan 1,0,Room_Type 1,47,2018,4,12,Online,0,0,0,99.9,0,Canceled
INN33759,2,1,1,1,Meal Plan 1,0,Room_Type 1,3,2018,3,21,Online,0,0,0,119,0,Not_Canceled
INN33760,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,30,Offline,0,0,0,108,0,Not_Canceled
INN33761,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,1,15,Online,1,11,5,80.3,1,Not_Canceled
INN33762,2,0,0,2,Meal Plan 1,0,Room_Type 1,17,2018,2,19,Online,0,0,0,91,0,Not_Canceled
INN33763,1,0,0,2,Meal Plan 1,0,Room_Type 1,13,2018,11,8,Corporate,0,0,0,161,0,Not_Canceled
INN33764,2,0,2,1,Meal Plan 1,0,Room_Type 1,34,2018,1,16,Online,0,0,0,78.3,1,Not_Canceled
INN33765,2,0,2,1,Not Selected,0,Room_Type 1,60,2018,6,26,Online,0,0,0,95.1,0,Canceled
INN33766,2,0,0,2,Not Selected,0,Room_Type 1,140,2018,9,7,Online,0,0,0,116.1,0,Canceled
INN33767,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Offline,0,0,0,100,0,Canceled
INN33768,2,0,0,2,Not Selected,0,Room_Type 1,0,2018,2,12,Online,0,0,0,79,0,Not_Canceled
INN33769,2,1,1,2,Meal Plan 1,0,Room_Type 1,21,2017,10,5,Online,0,0,0,117,0,Not_Canceled
INN33770,2,0,0,2,Meal Plan 1,0,Room_Type 6,2,2018,11,25,Offline,0,0,0,144.8,0,Not_Canceled
INN33771,1,0,0,3,Not Selected,0,Room_Type 1,35,2017,11,26,Online,0,0,0,85.5,2,Not_Canceled
INN33772,2,0,0,2,Not Selected,0,Room_Type 1,35,2018,10,28,Online,0,0,0,109,2,Not_Canceled
INN33773,2,0,1,3,Not Selected,1,Room_Type 1,84,2018,3,24,Online,0,0,0,89.75,0,Not_Canceled
INN33774,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,101.5,0,Canceled
INN33775,1,0,0,2,Meal Plan 1,0,Room_Type 1,36,2018,1,19,Offline,0,0,0,71,0,Not_Canceled
INN33776,2,0,2,8,Meal Plan 1,0,Room_Type 1,190,2018,6,9,Online,0,0,0,83.79,0,Canceled
INN33777,2,0,0,4,Meal Plan 1,0,Room_Type 4,33,2018,2,17,Offline,0,0,0,72.38,0,Not_Canceled
INN33778,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60,0,Canceled
INN33779,2,0,1,0,Meal Plan 1,0,Room_Type 1,263,2017,9,21,Offline,0,0,0,67,0,Not_Canceled
INN33780,1,0,1,2,Meal Plan 1,0,Room_Type 1,141,2018,8,22,Online,0,0,0,77.62,0,Not_Canceled
INN33781,2,0,1,0,Meal Plan 1,0,Room_Type 1,286,2018,10,16,Offline,0,0,0,90,0,Canceled
INN33782,2,0,2,5,Meal Plan 1,0,Room_Type 4,57,2018,9,24,Online,0,0,0,146.96,1,Not_Canceled
INN33783,2,0,2,0,Meal Plan 1,0,Room_Type 1,24,2018,6,12,Online,0,0,0,94.35,3,Not_Canceled
INN33784,2,0,2,2,Meal Plan 1,0,Room_Type 4,127,2018,11,19,Online,0,0,0,97.75,0,Canceled
INN33785,2,0,0,2,Meal Plan 1,0,Room_Type 1,19,2018,6,22,Corporate,0,0,0,110,0,Not_Canceled
INN33786,2,0,1,2,Meal Plan 1,0,Room_Type 1,68,2018,4,11,Offline,0,0,0,75,1,Not_Canceled
INN33787,1,0,0,3,Meal Plan 1,0,Room_Type 1,7,2017,8,5,Offline,0,0,0,61,0,Not_Canceled
INN33788,2,0,2,3,Meal Plan 1,0,Room_Type 4,38,2018,2,20,Online,0,0,0,69.44,0,Canceled
INN33789,2,0,1,2,Meal Plan 1,0,Room_Type 1,86,2018,5,20,Offline,0,0,0,65,1,Not_Canceled
INN33790,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,2018,7,6,Offline,0,0,0,110,0,Canceled
INN33791,2,0,1,0,Meal Plan 1,0,Room_Type 1,286,2018,10,16,Offline,0,0,0,90,0,Canceled
INN33792,1,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,90,0,Not_Canceled
INN33793,1,0,1,0,Meal Plan 1,0,Room_Type 1,19,2018,9,12,Online,0,0,0,99,2,Not_Canceled
INN33794,2,0,2,3,Not Selected,0,Room_Type 1,200,2018,12,1,Offline,0,0,0,51,0,Not_Canceled
INN33795,2,0,1,2,Meal Plan 1,0,Room_Type 1,127,2018,6,27,Online,0,0,0,96.3,1,Not_Canceled
INN33796,2,0,2,4,Not Selected,0,Room_Type 1,9,2018,12,16,Online,0,0,0,74.8,0,Not_Canceled
INN33797,2,1,2,2,Meal Plan 1,0,Room_Type 1,26,2018,8,7,Online,0,0,0,169,2,Not_Canceled
INN33798,2,0,2,2,Meal Plan 1,0,Room_Type 4,59,2018,4,22,Online,0,0,0,112.2,0,Canceled
INN33799,2,0,0,1,Not Selected,0,Room_Type 1,3,2018,8,6,Online,0,0,0,139,0,Canceled
INN33800,2,0,0,1,Meal Plan 1,1,Room_Type 1,1,2017,8,11,Online,0,0,0,105,1,Not_Canceled
INN33801,3,0,1,3,Meal Plan 1,0,Room_Type 1,70,2018,4,4,Online,0,0,0,121.55,2,Not_Canceled
INN33802,3,0,0,2,Meal Plan 1,0,Room_Type 4,87,2018,8,12,Online,0,0,0,150.3,0,Canceled
INN33803,2,0,2,2,Meal Plan 1,0,Room_Type 1,175,2018,7,15,Online,0,0,0,90.95,1,Not_Canceled
INN33804,2,0,1,2,Meal Plan 1,0,Room_Type 1,43,2018,8,8,Online,0,0,0,99.41,1,Not_Canceled
INN33805,2,0,1,3,Meal Plan 1,0,Room_Type 1,28,2018,1,4,Offline,0,0,0,87,1,Not_Canceled
INN33806,2,0,2,1,Meal Plan 1,0,Room_Type 4,19,2018,11,12,Online,0,0,0,119.33,2,Not_Canceled
INN33807,2,0,1,2,Meal Plan 1,0,Room_Type 1,81,2018,3,25,Offline,0,0,0,65,1,Not_Canceled
INN33808,2,0,0,3,Meal Plan 1,0,Room_Type 4,55,2018,10,13,Online,0,0,0,102.04,4,Not_Canceled
INN33809,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,9,1,Online,0,0,0,105,0,Not_Canceled
INN33810,2,1,1,4,Meal Plan 1,0,Room_Type 4,67,2018,2,22,Online,0,0,0,82.99,3,Not_Canceled
INN33811,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,115,1,Canceled
INN33812,2,0,4,5,Meal Plan 1,0,Room_Type 1,221,2018,8,14,Online,0,0,0,90.95,1,Not_Canceled
INN33813,1,0,1,2,Meal Plan 1,0,Room_Type 1,114,2018,7,1,Offline,0,0,0,75,0,Canceled
INN33814,2,0,1,1,Not Selected,0,Room_Type 1,46,2018,3,12,Online,0,0,0,71.1,1,Not_Canceled
INN33815,1,1,0,1,Meal Plan 1,0,Room_Type 1,1,2018,6,28,Online,0,0,0,133,2,Not_Canceled
INN33816,2,0,2,2,Meal Plan 1,0,Room_Type 1,60,2018,3,20,Offline,0,0,0,75,0,Canceled
INN33817,3,0,1,3,Meal Plan 2,0,Room_Type 4,144,2018,9,22,Online,0,0,0,213.3,0,Canceled
INN33818,2,0,0,1,Meal Plan 1,0,Room_Type 1,443,2018,4,29,Offline,0,0,0,65,0,Canceled
INN33819,2,0,2,2,Not Selected,0,Room_Type 1,19,2018,7,2,Online,0,0,0,139,1,Canceled
INN33820,2,0,1,0,Meal Plan 1,0,Room_Type 1,4,2018,8,28,Online,0,0,0,139,1,Not_Canceled
INN33821,2,0,0,3,Meal Plan 1,0,Room_Type 4,95,2018,5,19,Online,0,0,0,140.4,0,Not_Canceled
INN33822,2,0,2,3,Meal Plan 1,0,Room_Type 1,48,2018,3,20,Online,0,0,0,93.5,0,Not_Canceled
